Order Date	Order ID	Quantity	Customer Name	Segment	Product Name	Category	Manufacturer	City	State	Region	Ship Date	Ship Mode	Discount	Profit	Profit Ratio	Sales
5/26/2018	CA-2018-150420	10	Giulietta Dortch	Corporate	Plantronics Audio 995 Wireless Stereo Headset	Technology	Plantronics	Bellingham	Washington	West	6/7/2018	Standard Class	0.00%	$363.00	33.00%	$1,100.00
5/26/2018	CA-2018-150469	8	Caroline Jumper	Consumer	Binder Clips by OIC	Office Supplies	OIC	San Francisco	California	West	5/29/2018	Standard Class	0.00%	$6.00	48.00%	$12.00
5/26/2018	CA-2018-150497	2	Suzanne McNair	Corporate	Ibico Ibimaster 300 Manual Binding System	Office Supplies	Ibico	Maple Grove	Minnesota	Central	6/1/2018	Standard Class	0.00%	$331.00	45.00%	$736.00
5/26/2018	CA-2018-150504	2	Harry Greene	Consumer	SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h	Office Supplies	Other	Dallas	Texas	Central	5/30/2018	Standard Class	20.00%	$2.00	10.00%	$18.00
5/27/2018	CA-2018-150525	2	Julie Prescott	Home Office	Newell 351	Office Supplies	Newell	Muskogee	Oklahoma	Central	6/1/2018	Standard Class	0.00%	$2.00	29.00%	$7.00
5/27/2018	CA-2018-150525	3	Julie Prescott	Home Office	Disposable Triple-Filter Dust Bags	Office Supplies	Other	Muskogee	Oklahoma	Central	6/1/2018	Standard Class	0.00%	$3.00	26.00%	$13.00
5/27/2018	CA-2018-150602	4	Marina Lichtenstein	Corporate	Master Big Foot Doorstop, Beige	Furniture	Other	Los Angeles	California	West	6/5/2018	Second Class	0.00%	$7.00	31.00%	$21.00
5/27/2018	CA-2018-150609	5	Nick Zandusky	Home Office	Fellowes Black Plastic Comb Bindings	Office Supplies	Fellowes	Los Angeles	California	West	6/5/2018	Standard Class	20.00%	$8.00	33.00%	$23.00
5/27/2018	CA-2018-150623	1	Dennis Bolton	Home Office	Logitech G700s Rechargeable Gaming Mouse	Technology	Logitech	Waterbury	Connecticut	East	5/30/2018	Standard Class	0.00%	$42.00	42.00%	$100.00
5/27/2018	CA-2018-150623	5	Dennis Bolton	Home Office	Recycled Steel Personal File for Hanging File Folders	Office Supplies	Other	Waterbury	Connecticut	East	5/30/2018	Standard Class	0.00%	$72.00	25.00%	$286.00
5/27/2018	CA-2018-150707	7	Ed Ludwig	Home Office	Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"	Office Supplies	Acco	Columbia	Maryland	East	5/28/2018	Standard Class	0.00%	$18.00	49.00%	$38.00
5/27/2018	CA-2018-150910	7	Jack Lebron	Consumer	Newell 325	Office Supplies	Newell	Jackson	Tennessee	South	5/30/2018	Standard Class	20.00%	$3.00	13.00%	$23.00
5/27/2018	CA-2018-150910	3	Jack Lebron	Consumer	Crate-A-Files	Office Supplies	Other	Jackson	Tennessee	South	5/30/2018	Standard Class	20.00%	$2.00	7.00%	$26.00
5/27/2018	CA-2018-150910	2	Jack Lebron	Consumer	Logitech ClearChat Comfort/USB Headset H390	Technology	Logitech	Jackson	Tennessee	South	5/30/2018	Standard Class	20.00%	$8.00	16.00%	$47.00
5/27/2018	CA-2018-150910	5	Jack Lebron	Consumer	Holmes Replacement Filter for HEPA Air Cleaner, Large Room	Office Supplies	Holmes	Jackson	Tennessee	South	5/30/2018	Standard Class	20.00%	$16.00	28.00%	$59.00
5/28/2018	CA-2018-150910	6	Jack Lebron	Consumer	Bevis Round Bullnose 29" High Table Top	Furniture	Bevis	Jackson	Tennessee	South	5/30/2018	Standard Class	40.00%	-$249.00	-27.00%	$935.00
5/28/2018	CA-2018-150931	7	Dennis Pardue	Home Office	Wilson Jones Turn Tabs Binder Tool for Ring Binders	Office Supplies	Wilson Jones	Tuscaloosa	Alabama	South	6/6/2018	Standard Class	0.00%	$16.00	46.00%	$34.00
5/28/2018	CA-2018-150959	5	Tamara Dahlen	Consumer	Permanent Self-Adhesive File Folder Labels for Typewriters by Universal	Office Supplies	Universal	Garland	Texas	Central	6/6/2018	First Class	20.00%	$3.00	33.00%	$10.00
5/28/2018	CA-2018-150959	4	Tamara Dahlen	Consumer	Deluxe Heavy-Duty Vinyl Round Ring Binder	Office Supplies	Other	Garland	Texas	Central	6/6/2018	First Class	80.00%	-$32.00	-175.00%	$18.00
5/28/2018	CA-2018-150987	4	Adrian Hane	Home Office	Xerox 1942	Office Supplies	Xerox	San Francisco	California	West	5/29/2018	Standard Class	0.00%	$98.00	50.00%	$196.00
5/28/2018	CA-2018-150987	5	Adrian Hane	Home Office	Xerox 1891	Office Supplies	Xerox	San Francisco	California	West	5/29/2018	Standard Class	0.00%	$115.00	47.00%	$245.00
5/28/2018	CA-2018-151008	2	Justin MacKendrick	Consumer	DAX Copper Panel Document Frame, 5 x 7 Size	Furniture	DAX	Draper	Utah	West	5/29/2018	First Class	0.00%	$11.00	42.00%	$25.00
5/28/2018	CA-2018-151008	4	Justin MacKendrick	Consumer	Motorla HX550 Universal Bluetooth Headset	Technology	Motorola	Draper	Utah	West	5/29/2018	First Class	20.00%	$47.00	38.00%	$127.00
5/28/2018	CA-2018-151071	2	Mick Brown	Consumer	Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl	Office Supplies	Cardinal	Los Angeles	California	West	5/29/2018	Second Class	20.00%	$5.00	33.00%	$14.00
5/28/2018	CA-2018-151176	3	Stewart Visinsky	Consumer	Barrel Sharpener	Office Supplies	Other	Baltimore	Maryland	East	6/8/2018	Standard Class	0.00%	$3.00	26.00%	$11.00
5/28/2018	CA-2018-151176	3	Stewart Visinsky	Consumer	Acme Elite Stainless Steel Scissors	Office Supplies	Acme	Baltimore	Maryland	East	6/8/2018	Standard Class	0.00%	$7.00	26.00%	$25.00
5/28/2018	CA-2018-151183	4	Berenike Kampe	Consumer	Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack	Technology	Verbatim	San Francisco	California	West	6/5/2018	Standard Class	0.00%	$15.00	33.00%	$46.00
5/29/2018	CA-2018-151190	3	Greg Tran	Consumer	Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page	Office Supplies	Wirebound	Omaha	Nebraska	Central	5/30/2018	Standard Class	0.00%	$9.00	46.00%	$20.00
5/29/2018	CA-2018-151211	6	Adrian Hane	Home Office	Logitech Desktop MK120 Mouse and keyboard Combo	Technology	Logitech	Louisville	Kentucky	South	6/9/2018	Standard Class	0.00%	$10.00	10.00%	$98.00
5/29/2018	CA-2018-151211	3	Adrian Hane	Home Office	GBC Prestige Therm-A-Bind Covers	Office Supplies	GBC	Louisville	Kentucky	South	6/9/2018	Standard Class	0.00%	$48.00	47.00%	$103.00
5/29/2018	CA-2018-151218	1	Pauline Johnson	Consumer	Plastic Stacking Crates & Casters	Office Supplies	Other	Miami	Florida	South	5/31/2018	First Class	20.00%	$0.00	8.00%	$4.00
5/29/2018	CA-2018-151225	5	Jim Mitchum	Corporate	Griffin GC17055 Auxiliary Audio Cable	Technology	Griffin	Los Angeles	California	West	6/6/2018	First Class	20.00%	$7.00	10.00%	$72.00
5/29/2018	CA-2018-151225	1	Jim Mitchum	Corporate	Chromcraft Rectangular Conference Tables	Furniture	Chromcraft	Los Angeles	California	West	6/6/2018	First Class	20.00%	$9.00	5.00%	$190.00
5/29/2018	CA-2018-151281	7	Henry MacAllister	Consumer	Luxo Economy Swing Arm Lamp	Furniture	Luxo	Seattle	Washington	West	6/8/2018	Standard Class	0.00%	$39.00	28.00%	$140.00
5/29/2018	CA-2018-151358	2	Nicole Fjeld	Home Office	Fellowes Super Stor/Drawer Files	Office Supplies	Fellowes	Seattle	Washington	West	5/30/2018	Standard Class	0.00%	$61.00	19.00%	$323.00
5/30/2018	CA-2018-151428	7	Rick Hansen	Consumer	Avery Durable Binders	Office Supplies	Avery	Rochester	Minnesota	Central	6/7/2018	Standard Class	0.00%	$10.00	49.00%	$20.00
5/30/2018	CA-2018-151484	3	Cynthia Voltz	Corporate	Executive Impressions 12" Wall Clock	Furniture	Executive Impressions	Philadelphia	Pennsylvania	East	6/2/2018	First Class	20.00%	$10.00	23.00%	$42.00
5/30/2018	CA-2018-151484	3	Cynthia Voltz	Corporate	Sortfiler Multipurpose Personal File Organizer, Black	Office Supplies	Other	Philadelphia	Pennsylvania	East	6/2/2018	First Class	20.00%	$6.00	11.00%	$51.00
5/30/2018	CA-2018-151484	2	Cynthia Voltz	Corporate	Computer Room Manger, 14"	Furniture	Other	Philadelphia	Pennsylvania	East	6/2/2018	First Class	20.00%	$10.00	20.00%	$52.00
5/30/2018	CA-2018-151484	1	Cynthia Voltz	Corporate	Deluxe Rollaway Locking File with Drawer	Office Supplies	Other	Philadelphia	Pennsylvania	East	6/2/2018	First Class	20.00%	$33.00	10.00%	$333.00
5/30/2018	CA-2018-151596	1	Barry Pond	Corporate	SAFCO Mobile Desk Side File, Wire Frame	Office Supplies	SAFCO	Cranston	Rhode Island	East	6/7/2018	First Class	0.00%	$11.00	26.00%	$43.00
5/30/2018	CA-2018-151750	5	Janet Martin	Consumer	GBC Instant Report Kit	Office Supplies	GBC	Huntsville	Texas	Central	6/3/2018	Standard Class	80.00%	-$10.00	-150.00%	$6.00
5/30/2018	CA-2018-151750	4	Janet Martin	Consumer	Fluorescent Highlighters by Dixon	Office Supplies	Other	Huntsville	Texas	Central	6/3/2018	Standard Class	20.00%	$2.00	18.00%	$13.00
5/30/2018	CA-2018-151750	14	Janet Martin	Consumer	Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue	Office Supplies	Pressboard	Huntsville	Texas	Central	6/3/2018	Standard Class	80.00%	-$23.00	-165.00%	$14.00
6/1/2018	CA-2018-151750	2	Janet Martin	Consumer	Fellowes Superior 10 Outlet Split Surge Protector	Office Supplies	Fellowes	Huntsville	Texas	Central	6/3/2018	Standard Class	80.00%	-$39.00	-255.00%	$15.00
6/1/2018	CA-2018-151750	5	Janet Martin	Consumer	Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats	Furniture	Tenex	Huntsville	Texas	Central	6/3/2018	Standard Class	60.00%	-$187.00	-133.00%	$141.00
6/1/2018	CA-2018-151750	4	Janet Martin	Consumer	Office Star - Contemporary Task Swivel Chair	Furniture	Office Star	Huntsville	Texas	Central	6/3/2018	Standard Class	30.00%	-$27.00	-9.00%	$311.00
6/1/2018	CA-2018-151750	5	Janet Martin	Consumer	SAFCO Boltless Steel Shelving	Office Supplies	SAFCO	Huntsville	Texas	Central	6/3/2018	Standard Class	20.00%	-$108.00	-24.00%	$455.00
6/1/2018	CA-2018-151799	6	Ben Ferrer	Home Office	Acco Banker's Clasps, 5 3/4"-Long	Office Supplies	Acco	Lawrence	Massachusetts	East	6/2/2018	Standard Class	0.00%	$8.00	47.00%	$17.00
6/1/2018	CA-2018-151799	3	Ben Ferrer	Home Office	Acme Office Executive Series Stainless Steel Trimmers	Office Supplies	Acme	Lawrence	Massachusetts	East	6/2/2018	Standard Class	0.00%	$7.00	26.00%	$26.00
6/1/2018	CA-2018-151799	1	Ben Ferrer	Home Office	Safco Industrial Shelving	Office Supplies	SAFCO	Lawrence	Massachusetts	East	6/2/2018	Standard Class	0.00%	$2.00	3.00%	$74.00
6/1/2018	CA-2018-151799	2	Ben Ferrer	Home Office	Bretford Rectangular Conference Table Tops	Furniture	Bretford	Lawrence	Massachusetts	East	6/2/2018	Standard Class	30.00%	-$53.00	-10.00%	$527.00
6/1/2018	CA-2018-151799	2	Ben Ferrer	Home Office	Canon PC1080F Personal Copier	Technology	Canon	Lawrence	Massachusetts	East	6/2/2018	Standard Class	0.00%	$468.00	39.00%	$1,200.00
6/1/2018	CA-2018-151855	5	Bart Watters	Corporate	Fellowes Twister Kit, Gray/Clear, 3/pkg	Office Supplies	Fellowes	Greensboro	North Carolina	South	6/4/2018	Standard Class	70.00%	-$10.00	-83.00%	$12.00
6/1/2018	CA-2018-151855	3	Bart Watters	Corporate	Sony 8GB Class 10 Micro SDHC R40 Memory Card	Technology	Sony	Greensboro	North Carolina	South	6/4/2018	Standard Class	20.00%	$0.00	1.00%	$27.00
6/2/2018	CA-2018-151911	4	Dionis Lloyd	Corporate	#10-4 1/8" x 9 1/2" Premium Diagonal Seam Envelopes	Office Supplies	Other	New York City	New York	East	6/12/2018	Second Class	0.00%	$28.00	45.00%	$63.00
6/2/2018	CA-2018-151981	8	Gary Mitchum	Home Office	Avery 481	Office Supplies	Avery	Concord	New Hampshire	East	6/13/2018	Standard Class	0.00%	$12.00	48.00%	$25.00
6/2/2018	CA-2018-151981	6	Gary Mitchum	Home Office	Hunt PowerHouse Electric Pencil Sharpener, Blue	Office Supplies	Hunt	Concord	New Hampshire	East	6/13/2018	Standard Class	0.00%	$68.00	30.00%	$228.00
6/2/2018	CA-2018-151981	5	Gary Mitchum	Home Office	Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver	Technology	Ativa	Concord	New Hampshire	East	6/13/2018	Standard Class	0.00%	$247.00	30.00%	$825.00
6/2/2018	CA-2018-152079	5	Maris LaWare	Consumer	Avery File Folder Labels	Office Supplies	Avery	Chicago	Illinois	Central	6/5/2018	First Class	20.00%	$4.00	36.00%	$12.00
6/2/2018	CA-2018-152093	3	Skye Norling	Home Office	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	Office Supplies	Fellowes	Chicago	Illinois	Central	6/8/2018	Standard Class	80.00%	-$1,144.00	-150.00%	$763.00
6/3/2018	CA-2018-152135	8	Matthew Grinstein	Home Office	Geemarc AmpliPOWER60	Technology	Other	Lakewood	Ohio	East	6/15/2018	Second Class	40.00%	-$82.00	-18.00%	$445.00
6/3/2018	CA-2018-152142	2	Lindsay Williams	Corporate	Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black	Furniture	Global	San Francisco	California	West	6/13/2018	Standard Class	20.00%	$28.00	9.00%	$322.00
6/3/2018	CA-2018-152198	3	Joy Daniels	Consumer	3M Organizer Strips	Office Supplies	3M	Toledo	Ohio	East	6/12/2018	First Class	70.00%	-$4.00	-73.00%	$5.00
6/3/2018	CA-2018-152198	2	Joy Daniels	Consumer	Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity	Office Supplies	Acco	Toledo	Ohio	East	6/12/2018	First Class	70.00%	-$5.00	-83.00%	$6.00
6/3/2018	CA-2018-152198	6	Joy Daniels	Consumer	Avery 501	Office Supplies	Avery	Toledo	Ohio	East	6/12/2018	First Class	20.00%	$6.00	34.00%	$18.00
6/3/2018	CA-2018-152205	1	Sylvia Foulston	Corporate	GBC Standard Plastic Binding Systems Combs	Office Supplies	GBC	Philadelphia	Pennsylvania	East	6/8/2018	Standard Class	70.00%	-$2.00	-70.00%	$3.00
6/3/2018	CA-2018-152226	2	Jonathan Howell	Consumer	Avery 501	Office Supplies	Avery	Cincinnati	Ohio	East	6/5/2018	Standard Class	20.00%	$2.00	34.00%	$6.00
6/3/2018	CA-2018-152261	4	Joseph Airdo	Consumer	GBC VeloBind Cover Sets	Office Supplies	GBC	Cuyahoga Falls	Ohio	East	6/4/2018	Standard Class	70.00%	-$12.00	-67.00%	$19.00
6/3/2018	CA-2018-152275	6	Ken Heidel	Corporate	Design Ebony Sketching Pencil	Office Supplies	Other	San Antonio	Texas	Central	6/15/2018	Standard Class	20.00%	$1.00	8.00%	$7.00
6/3/2018	CA-2018-152310	3	Dana Kaydos	Consumer	Personal File Boxes with Fold-Down Carry Handle	Office Supplies	Other	Seattle	Washington	West	6/10/2018	Standard Class	0.00%	$12.00	25.00%	$47.00
6/3/2018	CA-2018-152310	6	Dana Kaydos	Consumer	Avery Legal 4-Ring Binder	Office Supplies	Avery	Seattle	Washington	West	6/10/2018	Standard Class	20.00%	$38.00	38.00%	$101.00
6/3/2018	CA-2018-152310	5	Dana Kaydos	Consumer	Perixx PERIBOARD-512B, Ergonomic Split Keyboard	Technology	Other	Seattle	Washington	West	6/10/2018	Standard Class	0.00%	$12.00	7.00%	$175.00
6/3/2018	CA-2018-152310	4	Dana Kaydos	Consumer	Xerox 1937	Office Supplies	Xerox	Seattle	Washington	West	6/10/2018	Standard Class	0.00%	$92.00	48.00%	$192.00
6/3/2018	CA-2018-152310	8	Dana Kaydos	Consumer	Grandstream GXP1160 VoIP phone	Technology	Grandstream	Seattle	Washington	West	6/10/2018	Standard Class	20.00%	$27.00	11.00%	$243.00
6/3/2018	CA-2018-152310	1	Dana Kaydos	Consumer	Hewlett Packard 310 Color Digital Copier	Technology	Hewlett-Packard	Seattle	Washington	West	6/10/2018	Standard Class	0.00%	$90.00	30.00%	$300.00
6/3/2018	CA-2018-152436	6	Carl Weiss	Home Office	Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16	Office Supplies	Other	Cranston	Rhode Island	East	6/11/2018	Second Class	0.00%	$160.00	27.00%	$593.00
6/3/2018	CA-2018-152485	7	John Dryer	Consumer	Crayola Anti Dust Chalk, 12/Pack	Office Supplies	Crayola	Coppell	Texas	Central	6/13/2018	Standard Class	20.00%	$3.00	31.00%	$10.00
6/4/2018	CA-2018-152485	5	John Dryer	Consumer	Sanford Colorific Eraseable Coloring Pencils, 12 Count	Office Supplies	Sanford	Coppell	Texas	Central	6/13/2018	Standard Class	20.00%	$4.00	29.00%	$13.00
6/4/2018	CA-2018-152485	1	John Dryer	Consumer	Acco Perma 3000 Stacking Storage Drawers	Office Supplies	Acco	Coppell	Texas	Central	6/13/2018	Standard Class	20.00%	$0.00	-1.00%	$17.00
6/4/2018	CA-2018-152499	3	Edward Hooks	Corporate	Newell 348	Office Supplies	Newell	Chicago	Illinois	Central	6/12/2018	Second Class	20.00%	$1.00	11.00%	$8.00
6/4/2018	CA-2018-152499	5	Edward Hooks	Corporate	Staples	Office Supplies	Other	Chicago	Illinois	Central	6/12/2018	Second Class	20.00%	$5.00	33.00%	$15.00
6/4/2018	CA-2018-152583	2	Ryan Akin	Consumer	DAX Metal Frame, Desktop, Stepped-Edge	Furniture	DAX	Dallas	Texas	Central	6/4/2018	Same Day	60.00%	-$9.00	-53.00%	$16.00
6/4/2018	CA-2018-152583	6	Ryan Akin	Consumer	X-Rack File for Hanging Folders	Office Supplies	Other	Dallas	Texas	Central	6/4/2018	Same Day	20.00%	$4.00	8.00%	$54.00
6/4/2018	CA-2018-152583	2	Ryan Akin	Consumer	Bevis Round Conference Table Top, X-Base	Furniture	Bevis	Dallas	Texas	Central	6/4/2018	Same Day	30.00%	-$68.00	-27.00%	$251.00
6/4/2018	CA-2018-152660	2	Christy Brittain	Consumer	Advantus Rolling Drawer Organizers	Office Supplies	Advantus	Chicago	Illinois	Central	6/9/2018	Standard Class	20.00%	$5.00	8.00%	$62.00
6/5/2018	CA-2018-152695	3	Chris Cortes	Consumer	Convenience Packs of Business Envelopes	Office Supplies	Other	Fairfield	Connecticut	East	6/5/2018	Same Day	0.00%	$5.00	47.00%	$11.00
6/5/2018	CA-2018-152695	7	Chris Cortes	Consumer	Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection	Office Supplies	Tripp Lite	Fairfield	Connecticut	East	6/5/2018	Same Day	0.00%	$124.00	29.00%	$427.00
6/6/2018	CA-2018-152702	14	Steve Nguyen	Home Office	Global Stack Chair without Arms, Black	Furniture	Global	Rockford	Illinois	Central	6/13/2018	Standard Class	30.00%	-$18.00	-7.00%	$255.00
6/6/2018	CA-2018-152709	2	Dean Braden	Consumer	SAFCO Mobile Desk Side File, Wire Frame	Office Supplies	SAFCO	Detroit	Michigan	Central	6/8/2018	Standard Class	0.00%	$22.00	26.00%	$86.00
6/8/2018	CA-2018-152737	4	Tony Sayre	Consumer	Avery Self-Adhesive Photo Pockets for Polaroid Photos	Office Supplies	Avery	San Francisco	California	West	6/12/2018	Standard Class	20.00%	$8.00	35.00%	$22.00
6/8/2018	CA-2018-152737	4	Tony Sayre	Consumer	Plantronics Audio 995 Wireless Stereo Headset	Technology	Plantronics	San Francisco	California	West	6/12/2018	Standard Class	0.00%	$145.00	33.00%	$440.00
6/8/2018	CA-2018-152786	9	Guy Armstrong	Consumer	Avery Non-Stick Binders	Office Supplies	Avery	Rogers	Arkansas	South	6/9/2018	Standard Class	0.00%	$19.00	46.00%	$40.00
6/8/2018	CA-2018-152807	2	Mick Crebagga	Consumer	Stacking Tray, Side-Loading, Legal, Smoke	Furniture	Other	Philadelphia	Pennsylvania	East	6/9/2018	Standard Class	20.00%	$1.00	14.00%	$7.00
6/8/2018	CA-2018-152807	2	Mick Crebagga	Consumer	Eldon Shelf Savers Cubes and Bins	Office Supplies	Eldon	Philadelphia	Pennsylvania	East	6/9/2018	Standard Class	20.00%	-$3.00	-23.00%	$11.00
6/8/2018	CA-2018-152807	4	Mick Crebagga	Consumer	Xerox 231	Office Supplies	Xerox	Philadelphia	Pennsylvania	East	6/9/2018	Standard Class	20.00%	$7.00	35.00%	$21.00
6/8/2018	CA-2018-152807	7	Mick Crebagga	Consumer	First Data FD10 PIN Pad	Technology	First Data	Philadelphia	Pennsylvania	East	6/9/2018	Standard Class	20.00%	-$55.00	-13.00%	$442.00
6/8/2018	CA-2018-152856	4	Roland Schwarz	Corporate	Memorex Micro Travel Drive 32 GB	Technology	Memorex	Marion	Ohio	East	6/17/2018	Second Class	20.00%	$34.00	29.00%	$117.00
6/8/2018	CA-2018-152912	2	Brian Moss	Corporate	Wilson Jones Turn Tabs Binder Tool for Ring Binders	Office Supplies	Wilson Jones	Columbia	Maryland	East	6/16/2018	Second Class	0.00%	$4.00	46.00%	$10.00
6/8/2018	CA-2018-152912	3	Brian Moss	Corporate	Adjustable Depth Letter/Legal Cart	Office Supplies	Other	Columbia	Maryland	East	6/16/2018	Second Class	0.00%	$158.00	29.00%	$544.00
6/8/2018	CA-2018-152912	3	Brian Moss	Corporate	Maxell iVDR EX 500GB Cartridge	Technology	Maxell	Columbia	Maryland	East	6/16/2018	Second Class	0.00%	$355.00	43.00%	$827.00
6/9/2018	CA-2018-152912	9	Brian Moss	Corporate	Adjustable Depth Letter/Legal Cart	Office Supplies	Other	Columbia	Maryland	East	6/16/2018	Second Class	0.00%	$474.00	29.00%	$1,633.00
6/9/2018	CA-2018-152926	2	Steve Chapman	Corporate	Fellowes Superior 10 Outlet Split Surge Protector	Office Supplies	Fellowes	Houston	Texas	Central	6/10/2018	Second Class	80.00%	-$39.00	-255.00%	$15.00
6/9/2018	CA-2018-152926	6	Steve Chapman	Corporate	Acco 6 Outlet Guardian Premium Plus Surge Suppressor	Office Supplies	Acco	Houston	Texas	Central	6/10/2018	Second Class	80.00%	-$56.00	-255.00%	$22.00
6/9/2018	CA-2018-152933	2	Matthew Grinstein	Home Office	Xerox 1993	Office Supplies	Xerox	Dallas	Texas	Central	6/21/2018	Standard Class	20.00%	$4.00	36.00%	$10.00
6/9/2018	CA-2018-152933	7	Matthew Grinstein	Home Office	Clarity 53712	Technology	Other	Dallas	Texas	Central	6/21/2018	Standard Class	20.00%	$28.00	8.00%	$370.00
6/10/2018	CA-2018-152933	3	Matthew Grinstein	Home Office	Plantronics CS510 - Over-the-Head monaural Wireless Headset System	Technology	Plantronics	Dallas	Texas	Central	6/21/2018	Standard Class	20.00%	$129.00	16.00%	$792.00
6/10/2018	CA-2018-152961	2	Sanjit Chand	Consumer	Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16"	Office Supplies	Other	Quincy	Massachusetts	East	6/22/2018	Standard Class	0.00%	$6.00	46.00%	$13.00
6/10/2018	CA-2018-152968	2	Bryan Mills	Consumer	Verbatim Slim CD and DVD Storage Cases, 50/Pack	Technology	Verbatim	Harrisonburg	Virginia	South	6/19/2018	Standard Class	0.00%	$7.00	30.00%	$23.00
6/10/2018	CA-2018-152975	5	Roger Barcio	Home Office	Bulldog Table or Wall-Mount Pencil Sharpener	Office Supplies	Bulldog	New York City	New York	East	6/19/2018	First Class	0.00%	$9.00	29.00%	$30.00
6/10/2018	CA-2018-152975	1	Roger Barcio	Home Office	Sensible Storage WireTech Storage Systems	Office Supplies	Other	New York City	New York	East	6/19/2018	First Class	0.00%	$4.00	5.00%	$71.00
6/10/2018	CA-2018-152975	5	Roger Barcio	Home Office	Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal	Furniture	Office Star	New York City	New York	East	6/19/2018	First Class	10.00%	-$7.00	-1.00%	$589.00
6/10/2018	CA-2018-152975	3	Roger Barcio	Home Office	Wilson SignalBoost 841262 DB PRO Amplifier Kit	Technology	Other	New York City	New York	East	6/19/2018	First Class	0.00%	$324.00	30.00%	$1,080.00
6/10/2018	CA-2018-153045	4	Neola Schneider	Consumer	Strathmore Photo Mount Cards	Office Supplies	Strathmore	Philadelphia	Pennsylvania	East	6/22/2018	Second Class	20.00%	$7.00	33.00%	$22.00
6/10/2018	CA-2018-153045	2	Neola Schneider	Consumer	12-1/2 Diameter Round Wall Clock	Furniture	Other	Philadelphia	Pennsylvania	East	6/22/2018	Second Class	20.00%	$6.00	20.00%	$32.00
6/10/2018	CA-2018-153045	2	Neola Schneider	Consumer	Wilson Electronics DB Pro Signal Booster	Technology	Other	Philadelphia	Pennsylvania	East	6/22/2018	Second Class	40.00%	-$93.00	-22.00%	$430.00
6/10/2018	CA-2018-153045	3	Neola Schneider	Consumer	Global Comet Stacking Arm Chair	Furniture	Global	Philadelphia	Pennsylvania	East	6/22/2018	Second Class	30.00%	-$63.00	-7.00%	$887.00
6/10/2018	CA-2018-153080	7	Eric Hoffmann	Consumer	Maxell 74 Minute CDR, 10/Pack	Technology	Maxell	Los Angeles	California	West	6/19/2018	Second Class	0.00%	$25.00	37.00%	$68.00
6/10/2018	CA-2018-153227	2	Chris Selesnick	Corporate	Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages	Office Supplies	Adams	Los Angeles	California	West	6/19/2018	First Class	0.00%	$6.00	49.00%	$12.00
6/11/2018	CA-2018-153339	1	Don Jones	Corporate	Telescoping Adjustable Floor Lamp	Furniture	Other	Murfreesboro	Tennessee	South	6/23/2018	Second Class	20.00%	$1.00	6.00%	$16.00
6/11/2018	CA-2018-153654	8	Michael Dominguez	Corporate	Avery Durable Slant Ring Binders	Office Supplies	Avery	Asheville	North Carolina	South	6/23/2018	Second Class	70.00%	-$13.00	-67.00%	$19.00
6/11/2018	CA-2018-153787	2	Annie Thurman	Consumer	Belkin Premiere Surge Master II 8-outlet surge protector	Office Supplies	Belkin	Seattle	Washington	West	6/15/2018	Standard Class	0.00%	$28.00	29.00%	$97.00
6/11/2018	CA-2018-153822	2	Adrian Barton	Consumer	Akro Stacking Bins	Office Supplies	Akro	Phoenix	Arizona	West	6/17/2018	Standard Class	20.00%	-$3.00	-20.00%	$13.00
6/11/2018	CA-2018-153822	4	Adrian Barton	Consumer	Plastic Binding Combs	Office Supplies	Other	Phoenix	Arizona	West	6/17/2018	Standard Class	70.00%	-$14.00	-77.00%	$18.00
6/11/2018	CA-2018-153822	2	Adrian Barton	Consumer	Sony Micro Vault Click 16 GB USB 2.0 Flash Drive	Technology	Sony	Phoenix	Arizona	West	6/17/2018	Standard Class	20.00%	$4.00	5.00%	$90.00
6/11/2018	CA-2018-153822	2	Adrian Barton	Consumer	Polycom VoiceStation 500 Conference phone	Technology	Polycom	Phoenix	Arizona	West	6/17/2018	Standard Class	20.00%	$29.00	6.00%	$472.00
6/11/2018	CA-2018-153843	4	Shahid Collister	Consumer	Strathmore Photo Mount Cards	Office Supplies	Strathmore	Fairfield	Connecticut	East	6/16/2018	First Class	0.00%	$12.00	46.00%	$27.00
